DATE,Day,Month,Year,Quarter,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,No Of TRADES
17-Feb-25,Monday,February,2025,Q1,626.20,627.00,613.95,626.20,624.00,623.25,620.58,761.20,511.40,1860572,68311
14-Feb-25,Friday,February,2025,Q1,630.00,633.90,622.50,629.60,624.95,626.20,627.96,761.20,511.40,1693078,56209
13-Feb-25,Thursday,February,2025,Q1,629.15,640.00,627.65,629.15,629.30,629.60,632.36,761.20,511.40,2808139,96311
12-Feb-25,Wednesday,February,2025,Q1,618.10,636.90,608.15,618.60,628.85,629.15,627.82,761.20,511.40,3378279,87765
11-Feb-25,Tuesday,February,2025,Q1,632.25,634.85,612.95,635.70,620.20,618.60,620.50,761.20,511.40,2327875,69162
10-Feb-25,Monday,February,2025,Q1,636.00,640.80,626.75,635.70,634.00,635.70,635.21,761.20,511.40,3394573,98246
7-Feb-25,Friday,February,2025,Q1,631.95,637.50,624.55,631.95,637.10,635.70,631.35,761.20,511.40,2538330,76073
6-Feb-25,Thursday,February,2025,Q1,626.45,638.40,623.15,627.85,634.00,631.95,633.08,761.20,511.40,4837012,142226
5-Feb-25,Wednesday,February,2025,Q1,626.00,639.00,624.70,625.90,626.50,627.85,631.58,761.20,511.40,4467504,78348
4-Feb-25,Tuesday,February,2025,Q1,627.95,628.00,615.40,621.40,626.00,625.90,622.68,761.20,511.40,3244955,55542
3-Feb-25,Monday,February,2025,Q1,615.50,630.35,610.00,625.50,622.00,621.40,621.15,761.20,511.40,3293387,71843
1-Feb-25,Saturday,February,2025,Q1,639.05,667.55,595.25,638.05,625.00,625.50,626.78,761.20,511.40,10039413,193732
31-Jan-25,Friday,January,2025,Q1,638.00,641.00,630.15,634.15,638.85,638.05,637.46,761.20,511.40,1012392,42673
30-Jan-25,Thursday,January,2025,Q1,624.70,636.10,624.00,628.35,635.00,634.15,631.63,761.20,511.40,2899445,64602
29-Jan-25,Wednesday,January,2025,Q1,612.00,629.70,605.15,611.55,628.15,628.35,618.53,761.20,511.40,2005819,59971
28-Jan-25,Tuesday,January,2025,Q1,610.95,614.00,600.10,610.20,612.00,611.55,608.55,761.20,511.40,2662789,90523
27-Jan-25,Monday,January,2025,Q1,618.00,619.75,606.40,621.10,609.00,610.20,612.45,761.20,511.40,1730503,66244
24-Jan-25,Friday,January,2025,Q1,620.55,625.00,613.30,621.00,621.30,621.10,620.77,761.20,511.40,1793560,57558
23-Jan-25,Thursday,January,2025,Q1,618.00,625.20,612.60,618.20,620.55,621.00,621.26,761.20,511.40,1673008,72270
22-Jan-25,Wednesday,January,2025,Q1,629.00,629.00,612.90,624.00,617.50,618.20,618.25,761.20,511.40,2296057,67717
21-Jan-25,Tuesday,January,2025,Q1,636.00,637.05,622.90,634.05,624.40,624.00,628.25,761.20,511.40,1820019,53469
20-Jan-25,Monday,January,2025,Q1,642.00,644.05,630.55,642.20,633.60,634.05,634.20,761.20,511.40,1956252,55204
17-Jan-25,Friday,January,2025,Q1,640.00,649.95,633.40,641.40,642.95,642.20,643.15,761.20,511.40,3671715,90587
16-Jan-25,Thursday,January,2025,Q1,630.10,663.60,628.95,594.20,641.70,641.40,649.37,761.20,511.40,24198675,328778
15-Jan-25,Wednesday,January,2025,Q1,604.50,604.50,584.30,600.45,593.70,594.20,591.63,761.20,511.40,5633587,178620
14-Jan-25,Tuesday,January,2025,Q1,605.00,608.05,594.85,599.75,600.95,600.45,599.02,761.20,511.40,3122102,107826
13-Jan-25,Monday,January,2025,Q1,607.00,608.45,597.30,608.65,600.50,599.75,601.82,761.20,511.40,2105862,121083
10-Jan-25,Friday,January,2025,Q1,610.05,614.90,603.00,612.20,610.30,608.65,610.13,761.20,511.40,1966939,101909
9-Jan-25,Thursday,January,2025,Q1,616.10,621.10,609.90,618.00,614.00,612.20,614.21,761.20,511.40,2141675,83553
8-Jan-25,Wednesday,January,2025,Q1,620.05,623.25,615.10,619.85,617.75,618.00,618.86,761.20,511.40,1861556,110718
7-Jan-25,Tuesday,January,2025,Q1,606.00,620.70,605.50,605.95,619.95,619.85,614.08,761.20,511.40,2813892,69652
6-Jan-25,Monday,January,2025,Q1,627.00,627.00,603.35,623.00,607.65,605.95,609.29,761.20,511.40,5743310,89422
3-Jan-25,Friday,January,2025,Q1,619.00,624.05,615.65,620.15,624.00,623.00,620.82,761.20,511.40,2956679,58496
